date,crop_name,market,price
2022-01-19,Sheep (Local Quality),Gode,1120.0
2022-01-19,Mixed Teff,Warder,121.0
2022-01-19,Mixed Teff,Yabelo,41.92
2022-01-19,"Casual Labor (unskilled, daily, without food)",Sikela,112.0
2022-01-19,Firewood,Jinka,2.72
2022-01-19,Diesel,Chereti,25.0
2022-01-19,Wheat Grain,Dessie,28.2
2022-01-19,"Casual Labor (unskilled, daily, without food)",Dessie,166.0
2022-01-19,Oxen (Local Quality),Jinka,12300.0
2022-01-19,Horse beans,Gambella,46.8
2022-01-19,Gasoline,Warder,52.0
2022-01-19,Sorghum (Red),Beddenno,27.6
2022-01-19,Sorghum (Yellow),"Addis Ababa, Merkato",49.33333333
2022-01-19,Maize Grain (White),"Nazareth, Adama",25.4
2022-01-19,Beans (Haricot),Gode,149.0
2022-01-19,Goats (Local Quality),Bahir Dar,3540.0
2022-01-19,Refined Vegetable Oil,Warder,125.4
2022-01-19,Gasoline,Chereti,30.0
2022-01-19,Diesel,Warder,30.0
2022-01-19,Wheat Grain,Gode,59.2
2022-01-19,Oxen (Local Quality),Logia,19000.0
2022-01-19,Oxen (Local Quality),Beddenno,15910.0
2022-01-19,Sorghum (Red),Jinka,25.0
2022-01-19,Diesel,Gode,32.2
2022-01-19,Refined sugar,Sikela,39.2
2022-01-19,Horse beans,Sodo,39.2
2022-01-19,Goats (Local Quality),Warder,2030.0
2022-01-19,Mixed Teff,"Addis Ababa, Merkato",50.2
2022-01-19,Diesel,Sikela,28.0
2022-01-19,Camels (Local Quality),Gode,11400.0
2022-01-19,Beans (Haricot),Beddenno,55.0
2022-01-19,Mixed Teff,Sodo,45.3
2022-01-19,Refined sugar,Dessie,50.0
2022-01-19,Refined Vegetable Oil,Sodo,144.0
2022-01-19,Camels (Local Quality),Yabelo,11400.0
2022-01-19,Beans (Haricot),Gambella,30.8
2022-01-19,Oxen (Local Quality),Gode,8400.0
2022-01-19,Beans (Haricot),Sikela,17.2
2022-01-19,Diesel,Jinka,30.02
2022-01-19,Refined Vegetable Oil,Logia,116.0
2022-01-19,Oxen (Local Quality),"Nazareth, Adama",21200.0
2022-01-19,Sorghum (Yellow),Warder,47.4
2022-01-19,Goats (Local Quality),Gode,1320.0
2022-01-19,Sorghum (Red),Sodo,29.0
2022-01-19,Sheep (Local Quality),Yabelo,1000.0
2022-01-19,Wheat Grain,Yabelo,36.35
2022-01-19,Goats (Local Quality),Yabelo,1980.0
2022-01-19,Refined sugar,Beddenno,50.0
2022-01-19,Firewood,"Addis Ababa, Merkato",3.84
2022-01-19,Goats (Local Quality),Dessie,3720.0
2022-01-19,Goats (Local Quality),Sikela,3500.0
2022-01-19,Rice (Milled),Chereti,41.0
2022-01-19,Mixed Teff,"Nazareth, Adama",45.0
2022-01-19,Sheep (Local Quality),Nekemte,3750.0
2022-01-19,Maize Grain (White),Bahir Dar,19.5
2022-01-19,Maize Grain (White),"Addis Ababa, Merkato",28.8
2022-01-19,Refined sugar,"Addis Ababa, Merkato",59.0
2022-01-19,Horse beans,"Nazareth, Adama",45.0
2022-01-19,Sheep (Local Quality),"Nazareth, Adama",2380.0
2022-01-19,Camels (Local Quality),Degehabour,17020.0
2022-01-19,"Casual Labor (unskilled, daily, without food)",Gambella,130.0
2022-01-19,Sorghum (Red),"Addis Ababa, Merkato",41.2
2022-01-19,Sorghum (Red),"Nazareth, Adama",30.4
2022-01-19,Rice (Milled),Sikela,38.0
2022-01-19,Mixed Teff,Bahir Dar,39.5
2022-01-19,Camels (Local Quality),Logia,24380.0
2022-01-19,Horse beans,Bahir Dar,45.0
2022-01-19,Firewood,Gode,10.0
2022-01-19,Refined sugar,Chereti,46.0
2022-01-19,Goats (Local Quality),Beddenno,2770.0
2022-01-19,Diesel,Bahir Dar,28.96
2022-01-19,Beans (Haricot),Jinka,32.28
2022-01-19,Rice (Milled),Gode,63.4
2022-01-19,Sheep (Local Quality),"Addis Ababa, Merkato",5460.0
2022-01-19,Oxen (Local Quality),Bahir Dar,24140.0
2022-01-19,Beans (Haricot),"Nazareth, Adama",35.8
2022-01-19,Refined sugar,Shashemene,50.0
2022-01-19,Sorghum (Yellow),Logia,35.7
2022-01-19,Refined sugar,Nekemte,50.0
2022-01-19,Maize Grain (White),Logia,30.0
2022-01-19,Refined sugar,Bahir Dar,55.0
2022-01-19,Goats (Local Quality),"Nazareth, Adama",2150.0
2022-01-19,Sorghum (White),Gode,40.8
2022-01-19,Gasoline,Gode,39.6
2022-01-19,Wheat Grain,"Addis Ababa, Merkato",42.0
2022-01-19,Maize Grain (White),Gode,42.0
2022-01-19,Sorghum (White),Nekemte,23.2
2022-01-19,Rice (Milled),Jinka,41.2
2022-01-19,Gasoline,Yabelo,32.5
2022-01-19,Sheep (Local Quality),Sikela,2820.0
2022-01-19,Sorghum (Red),Degehabour,27.6
2022-01-19,Rice (Milled),Degehabour,68.0
2022-01-19,Firewood,Dessie,12.2
2022-01-19,Refined sugar,Jinka,55.0
2022-01-19,Refined sugar,Degehabour,67.0
2022-01-19,Rice (Milled),Warder,57.4
2022-01-19,Refined Vegetable Oil,Bahir Dar,132.734
2022-01-19,Gasoline,Degehabour,39.6
2022-01-19,Camels (Local Quality),Chereti,25000.0
2022-01-19,Oxen (Local Quality),Gambella,6310.0
2022-01-19,Sorghum (White),Yabelo,30.1
2022-01-19,Sorghum (White),Degehabour,66.0
2022-01-19,Mixed Teff,Shashemene,43.6
2022-01-19,Diesel,Sodo,29.65
2022-01-19,Mixed Teff,Nekemte,36.16
2022-01-19,Rice (Milled),Gambella,40.0
2022-01-19,Wheat Grain,Shashemene,36.0
2022-01-19,"Casual Labor (unskilled, daily, without food)","Addis Ababa, Merkato",310.0
2022-01-19,Sheep (Local Quality),Warder,2010.0
2022-01-19,Horse beans,Nekemte,35.74
2022-01-19,Oxen (Local Quality),Sodo,27600.0
2022-01-19,Refined Vegetable Oil,"Addis Ababa, Merkato",125.4
2022-01-19,Gasoline,Sikela,33.0
2022-01-19,Rice (Milled),Yabelo,40.0
2022-01-19,Sorghum (White),Logia,34.1
2022-01-19,Diesel,Shashemene,29.13
2022-01-19,Wheat Grain,Jinka,40.96
2022-01-19,Wheat Grain,"Nazareth, Adama",36.0
2022-01-19,Goats (Local Quality),Jinka,2500.0
2022-01-26,Rice (Milled),Nekemte,50.0
2022-01-26,Horse beans,Bahir Dar,45.0
2022-01-26,Refined sugar,Chereti,45.0
2022-01-26,Sorghum (White),"Nazareth, Adama",33.4
2022-01-26,Sorghum (Red),Warder,47.8
2022-01-26,Sorghum (White),Sikela,26.8
2022-01-26,Gasoline,Logia,28.074
2022-01-26,Rice (Milled),"Addis Ababa, Merkato",40.6
2022-01-26,Sorghum (White),Shashemene,34.8
2022-01-26,Maize Grain (White),Logia,30.0
2022-01-26,Refined Vegetable Oil,Yabelo,130.0
2022-01-26,Refined sugar,Degehabour,68.0
2022-01-26,Refined Vegetable Oil,Beddenno,137.0
2022-01-26,Diesel,Nekemte,29.5
2022-01-26,Diesel,Shashemene,29.130000000000003
2022-01-26,Firewood,Sikela,3.4199999999999995
2022-01-26,Maize Grain (White),Dessie,21.7
2022-01-26,Sheep (Local Quality),Logia,1050.0
2022-01-26,Sheep (Local Quality),Degehabour,1730.0
2022-01-26,Diesel,"Addis Ababa, Merkato",28.940000000000005
2022-01-26,Wheat Grain,Gode,60.0
2022-01-26,Rice (Milled),Shashemene,40.0
2022-01-26,Oxen (Local Quality),"Nazareth, Adama",22400.0
2022-01-26,Gasoline,Nekemte,32.3
2022-01-26,Diesel,Chereti,35.0
2022-01-26,Horse beans,Dessie,34.0
2022-01-26,Sorghum (Red),Degehabour,27.8
2022-01-26,Gasoline,Gode,35.0
2022-01-26,Gasoline,Warder,63.0
2022-01-26,Gasoline,Bahir Dar,31.76
2022-01-26,Sorghum (Red),Nekemte,23.48
2022-01-26,Sorghum (White),Chereti,35.0
2022-01-26,Wheat Flour,"Addis Ababa, Merkato",47.4
2022-01-26,Sheep (Local Quality),Nekemte,3620.0
2022-01-26,Maize Grain (White),"Addis Ababa, Merkato",29.0
2022-01-26,Mixed Teff,Bahir Dar,39.7
2022-01-26,Sheep (Local Quality),Shashemene,2620.0
2022-01-26,Oxen (Local Quality),Sodo,29400.0
2022-01-26,Maize Grain (White),Gambella,30.4
2022-01-26,"Casual Labor (unskilled, daily, without food)",Nekemte,120.0
2022-01-26,Goats (Local Quality),Sikela,3000.0
2022-01-26,Diesel,Sodo,29.65
2022-01-26,Wheat Flour,Shashemene,45.0
2022-01-26,Firewood,Beddenno,18.8
2022-01-26,Rice (Milled),Yabelo,40.0
2022-01-26,Refined sugar,Jinka,55.0
2022-01-26,Beans (Haricot),Chereti,30.0
2022-01-26,Sorghum (White),Nekemte,22.22
2022-01-26,Sorghum (White),Logia,33.5
2022-01-26,Sorghum (White),Degehabour,60.0
2022-01-26,Wheat Flour,Gode,64.4
2022-01-26,Goats (Local Quality),Dessie,3480.0
2022-01-26,Firewood,"Addis Ababa, Merkato",3.76
2022-01-26,Firewood,Sodo,7.0
2022-01-26,Maize Grain (White),Warder,48.0
2022-01-26,Sorghum (Red),"Nazareth, Adama",30.6
2022-01-26,Beans (Haricot),Jinka,30.0
2022-01-26,Wheat Grain,Dessie,28.8
2022-01-26,Wheat Grain,Gambella,34.8
2022-01-26,Goats (Local Quality),"Nazareth, Adama",2160.0
2022-01-26,Horse beans,Beddenno,60.0
2022-01-26,Rice (Milled),Gode,63.4
2022-01-26,Sorghum (Yellow),Logia,35.7
2022-01-26,Refined sugar,Bahir Dar,56.0
2022-01-26,Firewood,Nekemte,3.06
2022-01-26,Goats (Local Quality),Sodo,5440.0
2022-01-26,Refined Vegetable Oil,Logia,122.4
2022-01-26,Goats (Local Quality),Gode,1220.0
2022-01-26,Diesel,Gambella,41.0
2022-01-26,Sorghum (Red),Sodo,29.2
2022-01-26,Gasoline,Sikela,33.0
2022-01-26,Goats (Local Quality),Logia,2050.0
2022-01-26,Diesel,Degehabour,35.0
2022-01-26,Mixed Teff,Jinka,41.6
2022-01-26,Beans (Haricot),Gode,145.4
2022-01-26,Refined Vegetable Oil,Warder,126.0
2022-01-26,Beans (Haricot),"Addis Ababa, Merkato",68.0
2022-01-26,Sorghum (Yellow),"Addis Ababa, Merkato",49.66666666666666
2022-01-26,Sorghum (Red),Jinka,23.98
2022-01-26,Horse beans,"Addis Ababa, Merkato",61.0
2022-01-26,Refined sugar,Sikela,41.2
2022-01-26,Sheep (Local Quality),Jinka,2520.0
2022-01-26,Camels (Local Quality),Gode,10000.0
2022-01-26,Refined sugar,Dessie,50.2
2022-01-26,Firewood,"Nazareth, Adama",11.0
2022-01-26,Horse beans,Gambella,46.8
2022-01-26,Sorghum (White),"Addis Ababa, Merkato",44.25
2022-01-26,Horse beans,Logia,67.3
2022-01-26,Sheep (Local Quality),Gode,830.0
2022-01-26,Sorghum (Yellow),Degehabour,25.0
2022-01-26,Oxen (Local Quality),Jinka,14600.0
2022-01-26,Maize Grain (White),Jinka,21.6
2022-01-26,"Casual Labor (unskilled, daily, without food)",Degehabour,300.0
2022-01-26,Sorghum (White),Warder,48.2
2022-01-26,Firewood,Chereti,20.0
2022-01-26,Refined Vegetable Oil,Sodo,126.0
2022-01-26,Sorghum (Yellow),Dessie,34.8
2022-01-26,"Casual Labor (unskilled, daily, without food)",Beddenno,270.0
2022-01-26,Mixed Teff,Sikela,38.8
2022-01-26,Camels (Local Quality),Warder,23000.0
2022-01-26,Maize Grain (White),Chereti,40.0
2022-01-26,Gasoline,"Nazareth, Adama",31.559999999999995
2022-01-26,Firewood,Shashemene,20.6
2022-01-26,Firewood,Gambella,23.0
2022-01-26,Gasoline,"Addis Ababa, Merkato",31.74
2022-01-26,Refined sugar,"Nazareth, Adama",50.0
2022-01-26,Beans (Haricot),Yabelo,34.38
2022-01-26,Maize Grain (White),Beddenno,28.0
2022-01-26,Refined sugar,Warder,58.6
2022-01-26,Sorghum (Red),Shashemene,30.4
2022-01-26,Refined Vegetable Oil,Chereti,120.0
2022-01-26,Oxen (Local Quality),Yabelo,10600.0
2022-01-26,Sorghum (White),Jinka,30.0
2022-01-26,Refined Vegetable Oil,"Addis Ababa, Merkato",126.6
2022-01-26,Wheat Flour,Chereti,40.0
2022-01-26,Sorghum (Red),Chereti,30.0
2022-01-26,Sorghum (Yellow),"Nazareth, Adama",33.4
2022-01-26,Diesel,Sikela,29.0
2022-01-26,Goats (Local Quality),Warder,2200.0
2022-01-26,Sorghum (Red),Dessie,30.0
2022-01-26,Firewood,Yabelo,1.918
2022-01-26,"Casual Labor (unskilled, daily, without food)",Shashemene,150.0
2022-01-26,Diesel,Gode,32.2
2022-01-26,Sheep (Local Quality),Sodo,5250.0
2022-01-26,Wheat Grain,Logia,30.6
2022-01-26,Goats (Local Quality),"Addis Ababa, Merkato",6880.0
2022-01-26,Oxen (Local Quality),Beddenno,16160.0
2022-01-26,Refined Vegetable Oil,Jinka,120.0
2022-01-26,Gasoline,Chereti,40.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Chereti,250.0
2022-01-26,Maize Grain (White),"Nazareth, Adama",25.4
2022-01-26,Gasoline,Sodo,32.75
2022-01-26,Firewood,Warder,45.4
2022-01-26,Diesel,Beddenno,35.0
2022-01-26,Firewood,Degehabour,27.0
2022-01-26,Wheat Flour,Bahir Dar,50.0
2022-01-26,Refined sugar,Gode,62.4
2022-01-26,Horse beans,Sikela,33.0
2022-01-26,Diesel,Dessie,28.29
2022-01-26,Firewood,Bahir Dar,5.290000000000001
2022-01-26,Beans (Haricot),Beddenno,57.0
2022-01-26,Mixed Teff,Sodo,46.1
2022-01-26,Goats (Local Quality),Shashemene,2620.0
2022-01-26,Gasoline,Gambella,71.0
2022-01-26,Maize Grain (White),Yabelo,25.75
2022-01-26,Refined Vegetable Oil,Gode,129.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Dessie,180.0
2022-01-26,Firewood,Jinka,2.76
2022-01-26,"Casual Labor (unskilled, daily, without food)",Sikela,116.0
2022-01-26,Refined Vegetable Oil,Nekemte,129.0
2022-01-26,Refined Vegetable Oil,"Nazareth, Adama",140.0
2022-01-26,Beans (Haricot),Bahir Dar,52.5
2022-01-26,Mixed Teff,Yabelo,43.52
2022-01-26,Rice (Milled),Beddenno,40.0
2022-01-26,Beans (Haricot),Shashemene,31.8
2022-01-26,Rice (Milled),"Nazareth, Adama",45.0
2022-01-26,Wheat Flour,Degehabour,72.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Yabelo,150.0
2022-01-26,Refined sugar,Logia,49.3
2022-01-26,Goats (Local Quality),Nekemte,3330.0
2022-01-26,Maize Grain (White),Shashemene,24.4
2022-01-26,Sorghum (Red),Beddenno,28.0
2022-01-26,Diesel,Logia,43.2
2022-01-26,Refined Vegetable Oil,Gambella,109.0
2022-01-26,Refined Vegetable Oil,Bahir Dar,131.866
2022-01-26,Diesel,"Nazareth, Adama",28.76
2022-01-26,Wheat Grain,Bahir Dar,42.0
2022-01-26,Sorghum (Red),Sikela,29.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Bahir Dar,150.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Logia,250.0
2022-01-26,Sorghum (White),Yabelo,29.644
2022-01-26,Wheat Grain,Sodo,39.7
2022-01-26,Sorghum (Red),Gode,63.0
2022-01-26,Sheep (Local Quality),"Nazareth, Adama",2450.0
2022-01-26,Wheat Grain,Degehabour,67.0
2022-01-26,"Casual Labor (unskilled, daily, without food)","Nazareth, Adama",200.0
2022-01-26,Camels (Local Quality),Yabelo,11800.0
2022-01-26,Mixed Teff,"Nazareth, Adama",44.8
2022-01-26,Maize Grain (White),Bahir Dar,20.4
2022-01-26,Wheat Flour,Warder,57.6
2022-01-26,"Casual Labor (unskilled, daily, without food)","Addis Ababa, Merkato",313.0
2022-01-26,Refined sugar,"Addis Ababa, Merkato",59.0
2022-01-26,Rice (Milled),Warder,58.2
2022-01-26,Diesel,Yabelo,29.7
2022-01-26,Rice (Milled),Gambella,40.4
2022-01-26,Horse beans,Nekemte,36.17999999999999
2022-01-26,Wheat Grain,Jinka,40.0
2022-01-26,Wheat Grain,"Nazareth, Adama",36.4
2022-01-26,Gasoline,Yabelo,32.5
2022-01-26,Sheep (Local Quality),Sikela,2260.0
2022-01-26,Firewood,Dessie,11.8
2022-01-26,Rice (Milled),Degehabour,67.0
2022-01-26,Sheep (Local Quality),Beddenno,2220.0
2022-01-26,Wheat Grain,"Addis Ababa, Merkato",42.2
2022-01-26,Maize Grain (White),Gode,42.0
2022-01-26,Goats (Local Quality),Jinka,2560.0
2022-01-26,Goats (Local Quality),Bahir Dar,3660.0
2022-01-26,Horse beans,"Nazareth, Adama",36.6
2022-01-26,Horse beans,Shashemene,44.6
2022-01-26,Oxen (Local Quality),"Addis Ababa, Merkato",22600.0
2022-01-26,Rice (Milled),Sodo,40.8
2022-01-26,Rice (Milled),Sikela,41.0
2022-01-26,Refined Vegetable Oil,Degehabour,136.0
2022-01-26,Oxen (Local Quality),Nekemte,8960.0
2022-01-26,Firewood,Gode,10.0
2022-01-26,Goats (Local Quality),Beddenno,2650.0
2022-01-26,Sorghum (Yellow),Warder,48.2
2022-01-26,Beans (Haricot),Sodo,29.2
2022-01-26,Sheep (Local Quality),"Addis Ababa, Merkato",5740.0
2022-01-26,Horse beans,Chereti,60.0
2022-01-26,Refined sugar,Beddenno,50.0
2022-01-26,Oxen (Local Quality),Shashemene,10100.0
2022-01-26,Refined sugar,Nekemte,50.0
2022-01-26,Rice (Milled),Dessie,45.0
2022-01-26,Sheep (Local Quality),Chereti,1100.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Gambella,130.0
2022-01-26,Diesel,Bahir Dar,28.96
2022-01-26,Goats (Local Quality),Degehabour,1760.0
2022-01-26,Goats (Local Quality),Yabelo,2140.0
2022-01-26,Beans (Haricot),Sikela,16.8
2022-01-26,Diesel,Jinka,30.02
2022-01-26,Sorghum (White),Gode,44.0
2022-01-26,Sheep (Local Quality),Yabelo,960.0
2022-01-26,Refined sugar,Shashemene,50.0
2022-01-26,Mixed Teff,Warder,122.0
2022-01-26,Oxen (Local Quality),Gambella,5940.0
2022-01-26,Wheat Grain,Beddenno,30.0
2022-01-26,Gasoline,Dessie,31.09
2022-01-26,"Casual Labor (unskilled, daily, without food)",Gode,200.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Jinka,92.0
2022-01-26,Rice (Milled),Bahir Dar,45.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Sodo,150.0
2022-01-26,Sheep (Local Quality),Warder,2100.0
2022-01-26,Sheep (Local Quality),Dessie,3230.0
2022-01-26,Oxen (Local Quality),Dessie,20600.0
2022-01-26,Horse beans,Gode,42.6
2022-01-26,Refined sugar,Gambella,63.0
2022-01-26,Camels (Local Quality),Degehabour,16600.0
2022-01-26,Maize Grain (White),Sikela,23.8
2022-01-26,Maize Grain (White),Degehabour,58.0
2022-01-26,Rice (Milled),Jinka,40.0
2022-01-26,Sheep (Local Quality),Bahir Dar,3380.0
2022-01-26,Mixed Teff,Dessie,44.8
2022-01-26,Goats (Local Quality),Gambella,1700.0
2022-01-26,Beans (Haricot),Gambella,30.8
2022-01-26,Refined Vegetable Oil,Sikela,109.0
2022-01-26,Camels (Local Quality),Chereti,26000.0
2022-01-26,Beans (Haricot),Warder,60.0
2022-01-26,"Casual Labor (unskilled, daily, without food)",Warder,368.0
2022-01-26,Wheat Grain,Yabelo,36.35
2022-01-26,Mixed Teff,Logia,48.0
2022-01-26,Gasoline,Jinka,32.82
2022-01-26,Mixed Teff,Gambella,49.2
2022-01-26,Oxen (Local Quality),Chereti,12000.0
2022-01-26,Wheat Grain,Shashemene,36.0
2022-01-26,Wheat Flour,Logia,48.5
2022-01-26,Maize Grain (White),Nekemte,19.2
2022-01-26,Maize Grain (White),Sodo,23.4
2022-01-26,Beans (Haricot),"Nazareth, Adama",35.4
2022-01-26,Refined Vegetable Oil,Shashemene,115.0
2022-01-26,Oxen (Local Quality),Bahir Dar,24360.0
2022-01-26,Sorghum (Red),"Addis Ababa, Merkato",41.0
2022-01-26,Horse beans,Sodo,39.6
2022-01-26,Mixed Teff,Shashemene,43.6
2022-01-26,Sorghum (Red),Yabelo,28.728
2022-01-26,Refined Vegetable Oil,Dessie,90.8
2022-01-26,Gasoline,Degehabour,42.6
2022-01-26,Horse beans,Jinka,25.96
2022-01-26,Wheat Grain,Sikela,36.8
2022-01-26,Refined sugar,Yabelo,50.0
2022-01-26,Wheat Flour,Yabelo,50.0
2022-01-26,Mixed Teff,"Addis Ababa, Merkato",52.0
2022-01-26,Gasoline,Beddenno,53.0
2022-01-26,Camels (Local Quality),Logia,24580.0
2022-01-26,Mixed Teff,Beddenno,53.8
2022-01-26,Wheat Grain,Nekemte,33.86
2022-01-26,Rice (Milled),Chereti,44.0
2022-01-26,Diesel,Warder,30.0
2022-01-26,Mixed Teff,Nekemte,35.36
2022-01-26,Gasoline,Shashemene,31.93
2022-01-26,Oxen (Local Quality),Logia,19000.0
2022-01-26,Wheat Grain,Chereti,45.0
2022-01-26,Refined sugar,Sodo,51.2
2022-01-26,Sorghum (White),Dessie,27.8
2022-01-26,Goats (Local Quality),Chereti,2400.0
2022-01-26,Sheep (Local Quality),Gambella,2100.0
2022-02-02,Goats (Local Quality),Degehabour,1720.0
2022-02-02,Refined sugar,Degehabour,67.0
2022-02-02,Mixed Teff,Shashemene,43.4
2022-02-02,Horse beans,Chereti,70.0
2022-02-02,Wheat Grain,Shashemene,36.4
2022-02-02,Sorghum (Red),Gode,62.2
2022-02-02,Gasoline,"Nazareth, Adama",31.559999999999995
2022-02-02,Rice (Milled),Dessie,45.0
2022-02-02,Sheep (Local Quality),Chereti,1300.0
2022-02-02,Mixed Teff,Nekemte,36.16
2022-02-02,Maize Grain (White),Chereti,35.0
2022-02-02,Oxen (Local Quality),Shashemene,10000.0
2022-02-02,Mixed Teff,Warder,120.0
2022-02-02,Oxen (Local Quality),Gode,8400.0
2022-02-02,Wheat Grain,Sodo,39.8
2022-02-02,Maize Grain (White),"Nazareth, Adama",24.6
2022-02-02,Diesel,Yabelo,29.7
2022-02-02,Goats (Local Quality),Jinka,2900.0
2022-02-02,Wheat Grain,Jinka,40.0
2022-02-02,Oxen (Local Quality),Bahir Dar,23900.0
2022-02-02,Sheep (Local Quality),Sikela,2060.0
2022-02-02,Sorghum (White),Logia,33.9
2022-02-02,Gasoline,Yabelo,32.5
2022-02-02,Camels (Local Quality),Logia,24580.0
2022-02-02,Refined sugar,Chereti,44.0
2022-02-02,Rice (Milled),Degehabour,68.0
2022-02-02,Maize Grain (White),Gode,41.6
2022-02-02,Wheat Flour,Chereti,40.0
2022-02-02,Rice (Milled),Yabelo,40.0
2022-02-02,Sorghum (Red),"Addis Ababa, Merkato",40.8
2022-02-02,Sheep (Local Quality),Warder,2200.0
2022-02-02,Mixed Teff,Sikela,40.4
2022-02-02,Gasoline,Sikela,33.0
2022-02-02,Beans (Haricot),"Nazareth, Adama",39.2
2022-02-02,Horse beans,Shashemene,45.6
2022-02-02,Camels (Local Quality),Warder,23200.0
2022-02-02,Diesel,Shashemene,29.130000000000003
2022-02-02,Wheat Grain,Yabelo,36.35
2022-02-02,Sorghum (Yellow),Dessie,34.2
2022-02-02,Refined Vegetable Oil,Beddenno,137.0
2022-02-02,Maize Grain (White),Logia,29.0
2022-02-02,Oxen (Local Quality),"Nazareth, Adama",21700.0
2022-02-02,"Casual Labor (unskilled, daily, without food)","Addis Ababa, Merkato",316.0
2022-02-02,Refined Vegetable Oil,Sodo,128.6
2022-02-02,Mixed Teff,Jinka,41.6
2022-02-02,Camels (Local Quality),Yabelo,10800.0
2022-02-02,Wheat Grain,Degehabour,67.0
2022-02-02,Camels (Local Quality),Degehabour,15700.0
2022-02-02,"Casual Labor (unskilled, daily, without food)","Nazareth, Adama",200.0
2022-02-02,Horse beans,Bahir Dar,44.0
2022-02-02,Gasoline,"Addis Ababa, Merkato",31.74
2022-02-02,Sorghum (Red),Nekemte,23.22
2022-02-02,Sorghum (Red),Degehabour,28.0
2022-02-02,"Casual Labor (unskilled, daily, without food)",Yabelo,150.0
2022-02-02,Horse beans,Logia,67.7
2022-02-02,Sorghum (Red),Beddenno,27.8
2022-02-02,Sorghum (White),Shashemene,35.0
2022-02-02,Maize Grain (White),Shashemene,24.6
2022-02-02,Diesel,Nekemte,29.5
2022-02-02,Wheat Grain,Beddenno,29.6
2022-02-02,Refined Vegetable Oil,Gambella,114.0
2022-02-02,Sheep (Local Quality),Dessie,3320.0
2022-02-02,Horse beans,Gambella,48.4
2022-02-02,Sorghum (White),"Addis Ababa, Merkato",43.0
2022-02-02,Mixed Teff,Sodo,46.0
2022-02-02,Refined sugar,Gambella,65.0
2022-02-02,Refined sugar,Dessie,50.3
2022-02-02,Beans (Haricot),Beddenno,57.0
2022-02-02,Diesel,Warder,30.0
2022-02-02,Gasoline,Bahir Dar,60.0
2022-02-02,Wheat Grain,Gode,60.8
2022-02-02,Oxen (Local Quality),Jinka,14100.0
2022-02-02,"Casual Labor (unskilled, daily, without food)",Degehabour,312.0
2022-02-02,"Casual Labor (unskilled, daily, without food)",Sikela,118.0
2022-02-02,Horse beans,Sodo,39.3
2022-02-02,"Casual Labor (unskilled, daily, without food)",Dessie,180.0
2022-02-02,Mixed Teff,"Addis Ababa, Merkato",50.4
2022-02-02,Gasoline,Gambella,68.0
2022-02-02,Firewood,Jinka,2.72
2022-02-02,Gasoline,Warder,63.0
2022-02-02,Goats (Local Quality),Bahir Dar,3720.0
2022-02-02,Mixed Teff,Yabelo,43.522000000000006
2022-02-02,Beans (Haricot),Bahir Dar,55.0
2022-02-02,Gasoline,Gode,38.4
2022-02-02,Oxen (Local Quality),Logia,19000.0
2022-02-02,Sorghum (Red),Sikela,29.2
2022-02-02,Diesel,Chereti,30.0
2022-02-02,Rice (Milled),"Nazareth, Adama",45.0
2022-02-02,Diesel,Sikela,29.0
2022-02-02,Sheep (Local Quality),Logia,1200.0
2022-02-02,Gasoline,Jinka,32.82
2022-02-02,Beans (Haricot),Gambella,30.4
2022-02-02,Refined sugar,Gode,63.8
2022-02-02,Diesel,Dessie,28.29
2022-02-02,Beans (Haricot),Shashemene,33.2
2022-02-02,Rice (Milled),Chereti,42.0
2022-02-02,Firewood,Chereti,20.0
2022-02-02,"Casual Labor (unskilled, daily, without food)",Logia,250.0
2022-02-02,Refined Vegetable Oil,Chereti,116.0
2022-02-02,Refined Vegetable Oil,Degehabour,136.0
2022-02-02,Sorghum (Red),Shashemene,31.4
2022-02-02,Rice (Milled),Sodo,42.7
2022-02-02,Gasoline,Degehabour,41.4
2022-02-02,Oxen (Local Quality),Nekemte,9420.0
2022-02-02,Beans (Haricot),Sodo,29.7
2022-02-02,Refined sugar,"Nazareth, Adama",50.0
2022-02-02,Wheat Flour,Bahir Dar,50.6
2022-02-02,Rice (Milled),Jinka,40.0
2022-02-02,Sorghum (White),"Nazareth, Adama",33.2
2022-02-02,Gasoline,Sodo,32.75
2022-02-02,Refined sugar,Sikela,42.6
2022-02-02,Camels (Local Quality),Gode,11400.0
2022-02-02,Diesel,Gode,32.0
2022-02-02,Horse beans,"Addis Ababa, Merkato",56.0
2022-02-02,Sheep (Local Quality),Gode,900.0
2022-02-02,Sorghum (Yellow),"Addis Ababa, Merkato",46.0
2022-02-02,Oxen (Local Quality),Chereti,13000.0
2022-02-02,Camels (Local Quality),Chereti,24000.0
2022-02-02,Oxen (Local Quality),Beddenno,15870.0
2022-02-02,Mixed Teff,Dessie,44.3
2022-02-02,Sorghum (Red),Jinka,23.98
2022-02-02,Gasoline,Chereti,35.0
